taskCode,taskName,description,estimatedHours,deadline,priority,dependencies,requiredSkills,kpiImpacts
TASK_127,MSRCPSP task 127,Source 200_40_130_9_D4.def task 127,18,,MEDIUM,"TASK_126,TASK_108,TASK_119",Q1:1,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_128,MSRCPSP task 128,Source 200_40_130_9_D4.def task 128,40,,MEDIUM,"TASK_127,TASK_108,TASK_119",Q7:2,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_129,MSRCPSP task 129,Source 200_40_130_9_D4.def task 129,10,,MEDIUM,"TASK_120,TASK_92,TASK_108,TASK_119",Q2:2,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_130,MSRCPSP task 130,Source 200_40_130_9_D4.def task 130,35,,MEDIUM,"TASK_92,TASK_108,TASK_119",Q8:2,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_131,MSRCPSP task 131,Source 200_40_130_9_D4.def task 131,34,,MEDIUM,"TASK_130,TASK_92,TASK_108,TASK_119",Q4:1,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_132,MSRCPSP task 132,Source 200_40_130_9_D4.def task 132,34,,MEDIUM,"TASK_131,TASK_92,TASK_108,TASK_119",Q3:2,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_133,MSRCPSP task 133,Source 200_40_130_9_D4.def task 133,12,,MEDIUM,"TASK_132,TASK_92,TASK_108,TASK_119",Q5:3,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_134,MSRCPSP task 134,Source 200_40_130_9_D4.def task 134,18,,MEDIUM,"TASK_126,TASK_133,TASK_92,TASK_108,TASK_119",Q7:2,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_135,MSRCPSP task 135,Source 200_40_130_9_D4.def task 135,32,,MEDIUM,"TASK_128,TASK_92,TASK_108,TASK_119",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_136,MSRCPSP task 136,Source 200_40_130_9_D4.def task 136,30,,MEDIUM,"TASK_128,TASK_92,TASK_108,TASK_119",Q3:3,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_137,MSRCPSP task 137,Source 200_40_130_9_D4.def task 137,19,,MEDIUM,"TASK_130,TASK_108,TASK_119",Q8:1,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_138,MSRCPSP task 138,Source 200_40_130_9_D4.def task 138,17,,MEDIUM,"TASK_136,TASK_92,TASK_108,TASK_119",Q8:2,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_139,MSRCPSP task 139,Source 200_40_130_9_D4.def task 139,17,,MEDIUM,"TASK_136,TASK_92,TASK_108,TASK_119",Q8:3,"PROJECT_COMPLETION:0.00649351,Q8_DELIVERY_COMPLETION:0.07692308"
TASK_140,MSRCPSP task 140,Source 200_40_130_9_D4.def task 140,23,,MEDIUM,"TASK_92,TASK_108,TASK_119,TASK_139",Q6:3,"PROJECT_COMPLETION:0.00649351,Q6_DELIVERY_COMPLETION:0.07142857"
TASK_141,MSRCPSP task 141,Source 200_40_130_9_D4.def task 141,25,,MEDIUM,"TASK_140,TASK_92,TASK_108,TASK_119,TASK_139",Q7:1,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_142,MSRCPSP task 142,Source 200_40_130_9_D4.def task 142,17,,MEDIUM,"TASK_135,TASK_139,TASK_92,TASK_108,TASK_119",Q0:2,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_143,MSRCPSP task 143,Source 200_40_130_9_D4.def task 143,23,,MEDIUM,"TASK_142,TASK_139,TASK_92,TASK_108,TASK_119",Q4:3,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_144,MSRCPSP task 144,Source 200_40_130_9_D4.def task 144,38,,MEDIUM,"TASK_143,TASK_92,TASK_108,TASK_119",Q7:2,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
TASK_145,MSRCPSP task 145,Source 200_40_130_9_D4.def task 145,22,,MEDIUM,"TASK_143,TASK_92,TASK_108,TASK_119",Q3:2,"PROJECT_COMPLETION:0.00649351,Q3_DELIVERY_COMPLETION:0.04545455"
TASK_146,MSRCPSP task 146,Source 200_40_130_9_D4.def task 146,18,,MEDIUM,"TASK_145,TASK_143,TASK_92,TASK_108,TASK_119",Q5:3,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_147,MSRCPSP task 147,Source 200_40_130_9_D4.def task 147,16,,MEDIUM,"TASK_143,TASK_92,TASK_108,TASK_119",Q0:2,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_148,MSRCPSP task 148,Source 200_40_130_9_D4.def task 148,20,,MEDIUM,"TASK_143,TASK_92,TASK_108,TASK_119",Q1:2,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_149,MSRCPSP task 149,Source 200_40_130_9_D4.def task 149,16,,MEDIUM,"TASK_148,TASK_147,TASK_143,TASK_92,TASK_108,TASK_119",Q0:3,"PROJECT_COMPLETION:0.00649351,Q0_DELIVERY_COMPLETION:0.05882353"
TASK_150,MSRCPSP task 150,Source 200_40_130_9_D4.def task 150,32,,MEDIUM,"TASK_149,TASK_143,TASK_92,TASK_108,TASK_119",Q2:3,"PROJECT_COMPLETION:0.00649351,Q2_DELIVERY_COMPLETION:0.05555556"
TASK_151,MSRCPSP task 151,Source 200_40_130_9_D4.def task 151,29,,MEDIUM,"TASK_92,TASK_108,TASK_119",Q4:3,"PROJECT_COMPLETION:0.00649351,Q4_DELIVERY_COMPLETION:0.07692308"
TASK_152,MSRCPSP task 152,Source 200_40_130_9_D4.def task 152,38,,MEDIUM,"TASK_151,TASK_92,TASK_108,TASK_119",Q5:3,"PROJECT_COMPLETION:0.00649351,Q5_DELIVERY_COMPLETION:0.07142857"
TASK_153,MSRCPSP task 153,Source 200_40_130_9_D4.def task 153,23,,MEDIUM,"TASK_152,TASK_92,TASK_108,TASK_119",Q1:1,"PROJECT_COMPLETION:0.00649351,Q1_DELIVERY_COMPLETION:0.04166667"
TASK_154,MSRCPSP task 154,Source 200_40_130_9_D4.def task 154,32,,MEDIUM,"TASK_150,TASK_92,TASK_108,TASK_119",Q7:3,"PROJECT_COMPLETION:0.00649351,Q7_DELIVERY_COMPLETION:0.05263158"
